"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Indrawati; Putri N.P.O.I.Y.","Indrawati (36455846200); Putri, Ni Putu Oka Intan Yustya (57200149391)","36455846200; 57200149391","Indonesian Marketplace Trust Analysis Using Text Mining: A Case of Tokopedia","2021","2021 International Conference Advancement in Data Science, E-Learning and Information Systems, ICADEIS 2021","","","","","","3","10.1109/ICADEIS52521.2021.9702080","https://www.scopus.com/pages/publications/85126544609?origin=resultslist","The existence of technological sophistication and the use of the internet can be done with various things such as using social media, e-commerce, and others. Tokopedia is a marketplace where e-commerce activities can be carried out. In its development, Tokopedia experienced several adverse events such as data leaks, a decrease in monthly website visits in 2020, and the performance of the Tokopedia brand, which was still below other marketplaces. Based on this incident, Tokopedia experienced a decline which could make the view of Tokopedia less favorable, such as trust. This study aimed to see how Twitter users trust Tokopedia based on trust factors in e-commerce: perceived privacy, perceived security, perception of website quality, perceived risk, and internet experience. Text mining methods were used in this study, i.e., multiclass classification and sentiment analysis. The study results show that trust in Tokopedia is still lacking. There are results from the ecommerce factor where perceived privacy and risk have the most negative percentages among other factors. These results can be of particular concern in knowing the recommendations for marketing tactics that Tokopedia should carry out. In addition, this study is fruitful in seeing how the application of big data can be helpful in management regarding trust using available technology, such as the application of text mining to analyze reviews on a topic. © 2021 IEEE.","Text Mining; Tokopedia; Trust","Data mining; Risk perception; Sentiment analysis; Social networking (online); Adverse events; E- commerces; Perceived securities; Performance; Social media; Text-mining; Tokopedia; Trust; Trust factor; Website quality; Electronic commerce","Conference paper","Final","","Scopus","2-s2.0-85126544609"
"Mardhia M.M.; Normawati D.","Mardhia, Murein Miksa (56180683300); Normawati, Dwi (57200573804)","56180683300; 57200573804","Marketplace seller recommender with user-based multi criteria decision making","2018","Proceeding of 2018 12th International Conference on Telecommunication Systems, Services, and Applications, TSSA 2018","","","8708794","","","1","10.1109/TSSA.2018.8708794","https://www.scopus.com/pages/publications/85066881108?origin=resultslist","This research develops a recommender system for seller selection of several online marketplace in Indonesia. Since users are provided with too many merchants with various offers regarding a product, it then creates such difficulty and longer time for them to decide which merchant they should choose to get the efficient effort but optimum results.Case studies in several of the most popular online shops were adopted: Tokopedia, Shopee and Bukalapak., where respondents make online transaction the most. Criteria stated are product price, seller location, seller reputation, the number of sold products and expedition support. This study applied a method of Fuzzy Simple Additive Weighting to normalize by using weight authorized from user preference. The experiment applied a user-based method of testing due to each preference and method to place the rankings. At the end, a merchant with the highest point placed as the top rank and displayed as the recommendation. © 2018 IEEE.","e-commerce; marketplace; MCDMc; recommender system","Decision making; Electronic commerce; Telecommunication services; marketplace; MCDMc; Multi criteria decision making; On-line marketplaces; Online transaction; Seller reputations; Seller selections; Simple additive weighting; Recommender systems","Conference paper","Final","","Scopus","2-s2.0-85066881108"
"Shwedeh F.; Dabash A.; Al Dabbagh T.; Aburayya A.","Shwedeh, Fanar (57218370085); Dabash, Amro (59561267700); Al Dabbagh, Tamadher (59000752700); Aburayya, Ahmad (57214098954)","57218370085; 59561267700; 59000752700; 57214098954","Enhancing Marketing Personalized Shopping Recommendations in the UAE: Leveraging Logic Mining and Advanced Technologies","2024","Foundations of Management","16","1","","345","358","0","10.2478/fman-2024-0021","https://www.scopus.com/pages/publications/85218042657?origin=resultslist","This study investigates how personalized recommendation systems in e-commerce operate, using Social Exchange Theory as its theoretical basis. Through empirical research, we analyze the effects of improving consumer experiences, enhancing product suggestions, and building trust and satisfaction on the effectiveness of personalized recommendation systems. Our study combines practical techniques with theoretical knowledge to improve user engagement and build long-lasting brand loyalty. This research provides valuable insights for e-commerce stakeholders, suggesting that individualized recommendations might enhance consumer satisfaction in the digital marketplace. © 2024 Fanar SHWEDEH et al., published by Sciendo.","Consumer Challenges; Digital Marketplace; Personalized Recommendation Systems; Trust and Satisfaction; User Engagement","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85218042657"
"Ajibade S.-S.M.; Jasser M.B.; Hoong A.L.S.; Culpable R.V.; Quirante C.A., III; Dacillo A.L.; Adetunla A.O.; Akintoye K.A.","Ajibade, Samuel-Soma M. (57209028006); Jasser, Muhammed Basheer (57200762275); Hoong, Angela Lee Siew (57703441200); Culpable, Rex V. (59311096300); Quirante, Celestino A. (59912109400); Dacillo, Arvie L. (59912241600); Adetunla, Adedotun O. (57194044144); Akintoye, Kayode Akinlekan (57200417405)","57209028006; 57200762275; 57703441200; 59311096300; 59912109400; 59912241600; 57194044144; 57200417405","A Literature Review of Machine Learning Techniques for Recommender System In E-Commerce","2024","IEEE International Conference on Emerging and Sustainable Technologies for Power and ICT in a Developing Society, NIGERCON","","2024","","","","3","10.1109/NIGERCON62786.2024.10927121","https://www.scopus.com/pages/publications/105005941812?origin=resultslist","The swift expansion of e-commerce has prompted the creation of advanced recommender systems to augment user experience and boost sales. Machine learning techniques have become fundamental for the development of these systems, allowing firms to provide tailored product recommendations based on customer preferences and habits. This research presents a thorough literature assessment of machine learning methodologies utilized in recommender systems, emphasizing their predictive efficacy in the e-commerce sector. We analyze essential methodologies, including collaborative filtering, content-based filtering, hybrid models, and sophisticated techniques such as deep learning. Through the examination of 38 research in the domain, we elucidate the limitations, advantages, and possibilities of machine learning algorithms in delivering precise and scalable suggestions. Our research indicates that hybrid models, which integrate many recommendation strategies, demonstrate significant potential in addressing challenges like the cold start problem and data sparsity. The report delineates prospective research avenues, underscoring the necessity for continued innovation in the integration of machine learning into recommender systems to improve accuracy and customer happiness in e-commerce settings. © 2024 IEEE.","E-Commerce; Literature Review; Machine Learning; Prediction; Recommender Systems","Deep learning; Mobile commerce; User experience; Content based filtering; Customer preferences; E- commerces; Hybrid model; Literature reviews; Machine learning algorithms; Machine learning techniques; Machine-learning; Product recommendation; Users' experiences; Marketplaces","Conference paper","Final","","Scopus","2-s2.0-105005941812"
"Kundra H.; Vishnu C.; Vaishnavi B.V.; Kasireddy C.R.; Akash G.; Jindam S.","Kundra, Harish (57298081300); Vishnu, Chiluveri (59466611400); Vaishnavi, Balpunuri Venkata (59047552000); Kasireddy, Chandrakiran Reddy (59466335700); Akash, Gundapuneni (59442686700); Jindam, Srihitha (59466196500)","57298081300; 59466611400; 59047552000; 59466335700; 59442686700; 59466196500","Digital Emotions using Sentiment Analysis for Predictive Insights on Customer Recommendations","2024","INDISCON 2024 - 5th IEEE India Council International Subsections Conference: Science, Technology and Society","","","","","","1","10.1109/INDISCON62179.2024.10744376","https://www.scopus.com/pages/publications/85211574139?origin=resultslist","In an era of unprecedented digital communication and information sharing, understanding the sentiment expressed in textual data is of paramount importance. Sentiment analysis, a subfield of natural language processing, has gained significant prominence due to its potential to decipher the emotions, opinions, and attitudes conveyed through words. This research paper embarks on a journey into the realm of sentiment analysis, where we explore the nuanced interplay of words and emotions in the digital landscape. Electronic commerce (e-commerce) becomes one of the subjects most learned in the education and literature fields of the present day. Superior research in the field electronics focuses mainly on developed economies. From the e-commerce view, the experience of customers has shifted from visiting retail shops to online shopping, making the analysis of customer behavior more salient. In this dataset, the review is taken into account in this sentiment analysis, considering, executing, and analyzing effective ways. Most probabilistic models are used in current research ventures, in the area of text classification, and information retrieval, among other contexts. In turn, ecommerce has grown much broader with online shopping, which is a core platform through which shoppers may be found. In the same breath, it is very imperative to forecast the level of transactions that will be facilitated through e-commerce. This paper will focus on identifying broad patterns in the written opinions of the consumers by using Natural Language Processing (NLP) techniques. The objective of this research is to predict whether customers will recommend the product they purchased by using the information in review text. © 2024 IEEE.","Binary classification; Cross-cultural sentiment analysis; Customer behavior analysis; Customer recommendation; Data preprocessing; Deep learning; E-commerce; Information retrieval; Machine learning; Natural language processing (NLP); Online shopping; Opinion mining; Probabilistic models; Review text analysis; Sentiment analysis; Social media sentiment analysis; Text classification; Textual data analysis; Transformer-based models; Word embedding","Contrastive Learning; Deep learning; Marketplaces; Natural language processing systems; Recommender systems; Reviews; Binary classification; Cross-cultural sentiment analyze; Customer behavior analysis; Customer recommendation; Data preprocessing; Deep learning; Embeddings; Language processing; Machine-learning; Natural language processing; Natural languages; Online shopping; Opinion mining; Probabilistic models; Review text analyze; Sentiment analysis; Social media; Social medium sentiment analyze; Text analysis; Text classification; Textual data; Textual data analyze; Transformer-based model; Word embedding; Sales","Conference paper","Final","","Scopus","2-s2.0-85211574139"
"Gao J.","Gao, Jing (59933852800)","59933852800","Construction and Application of E-commerce Recommendation Model Based on Machine Learning","2025","Proceedings of 2024 5th International Conference on Big Data Economy and Information Management, BDEIM 2024","","","","21","26","0","10.1145/3724154.3724158","https://www.scopus.com/pages/publications/105007558400?origin=resultslist","With the increasingly fierce market competition, e-commerce enterprises are facing many challenges, such as improving product quality, optimizing price strategy and deeply understanding customer needs. Among them, personalized recommendation based on user’s historical behavior data has become an important means for many e-commerce companies to enhance user experience, enhance user stickiness and promote sales growth. However, in the face of the increasing data scale, the current e-commerce recommendation model shows a significant lag in feature recognition, recommendation quality and operational efficiency, which is difficult to meet the application needs of the current e-commerce platform. In this regard, this paper will analyze the application status of e-commerce recommendation model, comprehensively explore the application feasibility of machine learning technology in the field of recommendation system, and propose a set of recommendation model construction scheme based on machine learning to realize personalized recommendation and improve the accuracy and user satisfaction of recommendation system. Practice has proved that, compared with the control model, the hybrid e-commerce recommendation model based on machine learning has outstanding performance in three groups of indicators: accuracy, recall and mAP value, which provides new ideas and methods for the function optimization of recommendation system under e-commerce platform. © 2024 Copyright held by the owner/author(s).","e-commerce recommendation system; hybrid model; machine learning; personalized recommendation","Electronic money; Mobile commerce; Sales; User experience; 'current; Commerce platforms; E- commerces; E-commerce recommendation system; E-commerce recommendations; Hybrid model; Machine-learning; Model-based OPC; On-machines; Personalized recommendation; Marketplaces","Conference paper","Final","","Scopus","2-s2.0-105007558400"
"Putri G.A.; Ratnapuri C.I.","Putri, Gabriella Amanda (60435109200); Ratnapuri, Chyntia Ika (57203394934)","60435109200; 57203394934","The Role of AI Chatbot and Product Recommendation in Driving Actual Purchase","2025","2025 13th International Conference on Cyber and IT Service Management, CITSM 2025","","","","","","0","10.1109/CITSM67730.2025.11291494","https://www.scopus.com/pages/publications/105031772376?origin=resultslist","This study aims to determine the role of AI chatbot quality and product recommendation systems in affecting actual purchases on E-commerce, especially for Shopee users in Indonesia. Shopee is a leader in E-commerce competition in Indonesia. One of the sophisticated technologies applied in Shopee E-commerce is Artificial Intelligence (AI). Previous studies have typically focused on technology and emphasized purchase intention, but have given limited attention to the relationship between purchase intention and actual purchase. To fill the gap, this study used a quantitative method approach using Partial Least Squares Structural Equation Modeling (PLS-SEM) on online questionnaire data collected from 202 respondents who had made transactions on Shopee. The results of the study showed that the quality of the AI chatbot and the product recommendation system had a significant influence on purchase intention. Furthermore, the relationship between purchase intention and actual purchase is very strong and has significant influence on the user's purchasing process, which subsequently drives actual purchases. These results confirm purchase intention has mediating role and highlight the critical importance of product recommendations in driving conversions in E-commerce platforms. Therefore, the study contributes theoretically by extending previous research, which has mostly focused on purchase intention and insights for E-commerce marketing strategies, to optimize AI features that effectively increase Ecommerce conversions. © 2025 IEEE.","actual purchase; AI chatbot quality; e-commerce; product recommendation system","Artificial intelligence; Chatbots; Least squares approximations; Marketplaces; Purchasing; Recommender systems; Sales; Actual purchase; Artificial intelligence chatbot quality; Chatbots; E- commerces; Indonesia; Limited attentions; Product recommendation; Product recommendation system; Purchase intention; Quantitative method; Electronic commerce","Conference paper","Final","","Scopus","2-s2.0-105031772376"
"Lin R.; Lü X.; Xu P.; Ge S.; He H.","Lin, Ruibing (58019561300); Lü, Xiaoyu (59367248000); Xu, Pinghua (37125662100); Ge, Sumin (58970178500); He, Huazhou (57224004643)","58019561300; 59367248000; 37125662100; 58970178500; 57224004643","A mass customization framework and reclassification method for lower garments in E-commerce","2025","International Journal of Clothing Science and Technology","37","1","","115","137","0","10.1108/IJCST-04-2024-0096","https://www.scopus.com/pages/publications/105001084550?origin=resultslist","Purpose: To enhance the fit, comfort and overall satisfaction of lower body attire for online shoppers, this study introduces a reclassification method of the lower body profiles of young females in complex environments, which is used in the framework of remote clothing mass customization. Design/methodology/approach: Frontal and lateral photographs were collected from 170 females prior, marked as size M. Employing a salient object detection algorithm suitable for complex backgrounds, precise segmentation of body profiles was achieved while refining the performance through transfer learning techniques. Subsequently, a skeletal detection algorithm was employed to delineate distinct human regions, from which 21 pivotal dimensional metrics were derived. These metrics underwent clustering procedures, thus establishing a systematic framework for categorizing the lower body shapes of young females. Building upon this foundation, a methodology for the body type combination across different body parts was proposed. This approach incorporated a frequency-based filtering mechanism to regulate the enumeration of body type combinations. The automated identification of body types was executed through a support vector machine (SVM) model, achieving an average accuracy exceeding 95% for each defined type. Findings: Young females prior to being marked as the same lower garment size can be further subdivided based on their lower body types. Participants' torso types were classified into barrel-shaped, hip-convex and fat-accumulation types. Leg profile shapes were categorized into slender-elongated and short-stocky types. The frontal straightness of participants’ legs was classified as X-shaped, I-shaped and O-shaped types, while the leg side straightness was categorized based on the knee hyperextended degree. The number of combinations can be controlled based on the frequency of occurrence of combinations of different body types. Originality/value: This methodological advancement serves as a robust cornerstone for optimizing clothing sizing and enabling remote clothing mass customization in E-commerce, providing assistance for body type database and clothing size database management as well as strategies for establishing a comprehensive remote customization supply chain and on-demand production model. © 2024, Emerald Publishing Limited.","Body reclassification; E-commerce; Mass customization; Object detection; System","Garment industry; Hosiery manufacture; Marketplaces; Body reclassification; Classifieds; Complex environments; Design/methodology/approach; Lower body; Mass customization; Objects detection; Online shops; Salient object detection; System; Clothes","Article","Final","","Scopus","2-s2.0-105001084550"
"Wahdiniwaty R.; Setiawan E.B.; Wahab D.A.","Wahdiniwaty, Rahma (57193845073); Setiawan, Eko Budi (56829262300); Wahab, Deden A (57204887482)","57193845073; 56829262300; 57204887482","Comparative Analysis of Software Quality Model in the Selection of Marketplace E-Commerce","2018","2018 International Conference on Information Technology Systems and Innovation, ICITSI 2018 - Proceedings","","","8696074","386","391","1","10.1109/ICITSI.2018.8696074","https://www.scopus.com/pages/publications/85065173885?origin=resultslist","E-commerce system is very helpful for people in buying and selling transactions. Various existing marketplaces have their advantages and disadvantages. Software quality models can provide an assessment of each e-commerce marketplace system. This research analyzes the results of e-commerce selection by using several software quality models that are implemented with the analytical hierarchy process using Expert Choice tools. The assessment in this research using criteria from a combination of several quality software models to obtain which criteria have the highest percentage value and determine the quality of an e-commerce marketplace system. Each quality model software has different evaluation results from each other. This difference because the assessment criteria between one quality model and another. © 2018 IEEE.","Analytical hierarchy process; E-commerce; Recommendations; Software quality model","Computer software selection and evaluation; Electronic commerce; Quality assurance; Analytical Hierarchy Process; Assessment criteria; Comparative analysis; E-commerce systems; Evaluation results; Recommendations; Software quality modeling; Software quality models; Quality control","Conference paper","Final","","Scopus","2-s2.0-85065173885"
"Yadav A.; Pandita D.","Yadav, Anusuya (57703286400); Pandita, Deepika (57130751000)","57703286400; 57130751000","Analyzing Tech-Driven Solutions for Overcoming Challenges in the Indian E-commerce Landscape","2023","2023 4th International Conference on Data Analytics for Business and Industry, ICDABI 2023","","","","571","575","1","10.1109/ICDABI60145.2023.10629402","https://www.scopus.com/pages/publications/85202445090?origin=resultslist","The exponential expansion of the e-commerce sector in India can be attributed to factors such as digitization, shifts in consumer behavior, and advancements in technology. However, the sector's complete potential is impeded by a myriad of problems that coincide with its growth trajectory. This study employed a methodology that comprised structured interviews, adopting purposeful sampling of 130 executives and managers in the e-commerce business. This research aims to shed light on these issues and investigate the role of potential technical solutions in resolving them. The paper dives into a variety of technical solutions such as multi-lingual artificial intelligence interfaces, blockchain technology for enhancing supply chain transparency, and secure authentication mechanisms. Technology is key to resolving payment inclusion and last-mile delivery and increasing data security and privacy. This research endeavors to offer practical recommendations for businesses, policymakers, and stakeholders by identifying obstacles and recommending solutions driven by technology. The study envisions a future in which technological interventions propel India's e-commerce industry to new heights, fostering economic development and empowering consumers.  © 2023 IEEE.","AI; AI powered; Block Chain; Digital payment; E-Commerce; India; last mile delivery; online business; technology","Blockchain; AI powered; Block-chain; Digital payment; E- commerces; India; Last mile; Last mile delivery; Online business; Technical solutions; Technology; Marketplaces","Conference paper","Final","","Scopus","2-s2.0-85202445090"
"Hendry; Purnomo H.; Hartomo K.D.; Rahardja U.; Ramadan A.","Hendry (57197729542); Purnomo, Hindriyanto (42462221100); Hartomo, Kristoko Dwi (56543586000); Rahardja, Untung (57193410112); Ramadan, Ahmad (57987724600)","57197729542; 42462221100; 56543586000; 57193410112; 57987724600","The Impact of Smart Contracts on Cyberpreneurship in Contemporary Business Marketing","2024","2024 3rd International Conference on Creative Communication and Innovative Technology, ICCIT 2024","","","","","","2","10.1109/ICCIT62134.2024.10701143","https://www.scopus.com/pages/publications/85207838524?origin=resultslist","The rapid advancement of smart contract innovation in online commerce has initiated significant discussions on enhancing the effectiveness of digital transactions. This research investigates the complexities of smart contract innovation within Indonesia's e-commerce landscape, focusing on issues such as inaccuracies and behaviors that could negatively impact buyers. The primary objective is to provide clarity on legal matters in Indonesia's evolving legal and technological environment. Employing a normative juridical approach, the study analyzes current laws and regulations to ensure the protection of participants in online transactions. Furthermore, it explores the concept of Cyberpreneurship using internet media for business - aiming to identify new business opportunities and improve e-commerce outcomes. Structural Equation Modeling (SEM) is utilized to understand the relationships among variables related to smart contracts and e-commerce. The findings reveal that smart contract innovation (SCI) significantly affects cyberpreneurship (CP) with an estimated parameter of 0.45 (t-value = 4.50, p < 0.001). Legal certainty (LC) also significantly affects CP with an estimated parameter of 0.30 (t-value = 3.75, p < 0.001). Furthermore, CP has a positive and significant impact on e-commerce efficiency (EE) with an estimated parameter of 0.60 (t-value = 6.67, p < 0.001). These results indicate that smart contracts improve transaction speed, reduce costs, and ensure legal protection, thereby fostering a more secure and reliable e-commerce environment. This research aspires to contribute to the development and regulation of e-commerce in Indonesia and serve as a foundation for future studies. By addressing the legal and technological challenges, the study aims to provide recommendations for policymakers and business practitioners to enhance the adoption and implementation of smart contracts in e-commerce, ultimately contributing to a more robust and efficient digital economy. © 2024 IEEE.","Cyberpreneurship; E-Commerce; Legal Certainty; SEM Analysis; Smart Contracts","Marketplaces; Business marketing; Cyberpreneurship; E- commerces; Estimated parameter; Indonesia; Legal certainty; Modeling analyzes; Online commerce; Structural equation modeling analyze; Structural equation models; Smart contract","Conference paper","Final","","Scopus","2-s2.0-85207838524"
"Bauer J.; Nanopoulos A.","Bauer, Josef (59818369100); Nanopoulos, Alexandros (6603555418)","59818369100; 6603555418","Recommender systems based on quantitative implicit customer feedback","2014","Decision Support Systems","68","","","77","88","43","10.1016/j.dss.2014.09.005","https://www.scopus.com/pages/publications/84911950084?origin=resultslist","Due to the abundant variety of products offered by e-commerce companies and online service providers, recommender systems become an increasingly important decision aid for customers. In this paper we focus on quantitative implicit customer feedback like sales and play records data. We extend the current state-of-the-art method for recommendations based on matrix factorization under a normal distribution assumption by allowing for different distributions which are more suitable to model this kind of data. In particular, we use the Poisson, the inverse Gaussian and the gamma distribution as extensions. The experimental evaluation with three real-world data sets shows the improved performance of our approach and we demonstrate the merit of using various distributions depending on the respective data set. © 2014 Elsevier B.V. All rights reserved.","Data mining; e-Commerce; Machine learning; Matrix factorization; Recommender systems","Adversarial machine learning; 'current; Customer feedback; Data set; Decision aids; E- commerces; Machine-learning; Matrix factorizations; On-line service; Service provider; State-of-the-art methods; Marketplaces","Article","Final","","Scopus","2-s2.0-84911950084"
"Suali A.S.; Srai J.S.; Tsolakis N.","Suali, Arunpreet Singh (59067490900); Srai, Jagjit Singh (24077284300); Tsolakis, Naoum (55921449500)","59067490900; 24077284300; 55921449500","The role of digital platforms in e-commerce food supply chain resilience under exogenous disruptions","2024","Supply Chain Management","29","3","","573","601","74","10.1108/SCM-02-2023-0064","https://www.scopus.com/pages/publications/85192389328?origin=resultslist","Purpose: Operational risks can cause considerable, atypical disturbances and impact food supply chain (SC) resilience. Indicatively, the COVID-19 pandemic caused significant disruptions in the UK food services as nationwide stockouts led to unprecedented discrepancies between retail and home-delivery supply capacity and demand. To this effect, this study aims to examine the emergence of digital platforms as an innovative instrument for food SC resilience in severe market disruptions. Design/methodology/approach: An interpretive multiple case-study approach was used to unravel how different generations of e-commerce food service providers, i.e. established and emergent, responded to the need for more resilient operations during the COVID-19 pandemic. Findings: SC disruption management for high-impact low-frequency events requires analysing four research elements: platformisation, structural variety, process flexibility and system resource efficiency. Established e-commerce food operators use partner onboarding and local waste valorisation to enhance resilience. Instead, emergent e-commerce food providers leverage localised rapid upscaling and product personalisation. Practical implications: Digital food platforms offer a highly customisable, multisided digital marketplace wherein platform members may aggregate product offerings and customers, thus sharing value throughout the network. Platform-induced disintermediation allows bidirectional flows of data and information among SC partners, ensuring compliance and safety in the food retail sector. Originality/value: The study contributes to the SC configuration and resilience literature by investigating the interrelationship among platformisation, structural variety, process flexibility and system resource efficiency for safe and resilient food provision within exogenously disrupted environments. © 2024, Arunpreet Singh Suali, Jagjit Singh Srai and Naoum Tsolakis.","Digital platforms; E-commerce food supply chains; Exogenous disruptions; Industry case studies; Resilient operations","","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85192389328"
"Das I.; Nath A.; Ghosh A.; Mhanna A.","Das, Ipsita (59717098800); Nath, Aranya (58164518800); Ghosh, Anusuya (60170266000); Mhanna, Anas (60170497800)","59717098800; 58164518800; 60170266000; 60170497800","Brand protection in India’s digital economy: trademarks vs. competition regulation","2025","International Journal of Intellectual Property Management","15","6","","598","622","0","10.1504/IJIPM.2025.150698","https://www.scopus.com/pages/publications/105025794145?origin=resultslist","The digital economy in India has significantly impacted brand protection, with the need for robust trademark protection intensifying to combat issues like counterfeiting, cybersquatting, and unauthorised use. Competition regulation aims to ensure fair market practices, prevent monopolistic behaviour, and foster innovation. This study examines the legislative and judicial framework governing trademarks in India, highlighting key provisions under the Trade Marks Act, of 1999, and their application in the digital context. It also assesses the role of the Competition Commission of India (CCI) in addressing anti-competitive practices. The study identifies tensions and synergies between trademark protection and competition regulation, examining how digital platforms, e-commerce, and social media influence these legal domains. Comparing the study with jurisdictions like the EU and the USA, the paper proposes a balanced approach that harmonises trademark enforcement with competition law principles to ensure brand protection efforts do not stifle competition and innovation in India’s burgeoning digital economy. Recommendations include policy reforms, enhanced cooperation between regulatory bodies, and the adoption of technology-driven solutions to safeguard brands while promoting a competitive and fair digital marketplace. Copyright © 2025 Inderscience Enterprises Ltd.","brand protection; competition law; competition regulation; digital marketplaces; e-commerce; Indian digital economy; intellectual property rights; IPR; trademarks","","Article","Final","","Scopus","2-s2.0-105025794145"
"Mhiribidi T.C.; Chigodo E.T.; Jowa V.","Mhiribidi, Tariro Claudia (59793237900); Chigodo, Eva Tsitsi (59788506300); Jowa, Viola (57222039455)","59793237900; 59788506300; 57222039455","Conversational Commerce: Designing and Evaluating a Whatsapp-Based e-Commerce Chatbot","2024","Proceedings of the 2024 3rd Zimbabwe Conference on Information Communication and Technology, ZCICT 2024","","","","","","1","10.1109/ZCICT63770.2024.10958353","https://www.scopus.com/pages/publications/105004550456?origin=resultslist","This paper presents the design, development, and comprehensive evaluation of an advanced WhatsApp-based e-commerce chatbot. By integrating product search, secure payment processing, and order fulfilment functionalities within the WhatsApp platform, the system enhances the customer experience through Natural Language Processing (NLP) and machine learning techniques. The chatbot demonstrated significant improvements in user engagement, transaction completion rates, and operational cost reductions. Initial experiments show high user satisfaction with a 97% success rate in catalogue navigation and a 95% transaction completion rate. Future improvements will focus on multi-language support, AI-driven recommendations, and enhanced payment options.  © 2024 IEEE.","conversational commerce; machine learning; natural language processing (NLP); user experience (UX)","Electronic money; Marketplaces; Mobile commerce; Chatbots; Conversational commerce; Design development; E- commerces; Language processing; Machine-learning; Natural language processing; Natural languages; User experience (UX); Users' experiences; Natural language processing systems","Conference paper","Final","","Scopus","2-s2.0-105004550456"
"Qian X.; Shi Y.; Guo Y.","Qian, Xiaodong (36811718200); Shi, Yulin (59533012000); Guo, Ying (59532421800)","36811718200; 59533012000; 59532421800","Research on E-Commerce Network Link Prediction Based on Improved DeepWalk Algorithm; [基于改进 DeepWalk 算法的电商网络链路预测研究]","2024","Data Analysis and Knowledge Discovery","8","12","","62","72","2","10.11925/infotech.2096-3467.2023.0893","https://www.scopus.com/pages/publications/85216280332?origin=resultslist","[Objective] This paper aims to address the deficiency of DeepWalk algorithm in link prediction of e-commerce network, a link prediction algorithm based on improved DeepWalk algorithm is proposed.[Methods] According to the problem that the traditional DeepWalk algorithm treats each node equally in the random walk process, the structure and attribute information of the e-commerce network are biased to the random walk, so as to guide the walking process to traverse different types of nodes in the graph more targeted.This paper solves the problem that the traditional DeepWalk algorithm can not well represent the relationship between users and commodities by using cosine similarity measurement method, Bhattacharyya Coefficient is introduced into the existing nonlinear similarity calculation model to create a new similarity model.[Results] Experimental results show that the average recall accuracy of the improved DeepWalk algorithm is improved by a maximum of 0.17 and a minimum of 0.05 in different data scales.When calculating the node similarity, the optimal value of the node attribute similarity contribution alpha is between 0.5 and 0.6.[Limitations] In this paper, sensitivity parameters must be set subjectively, and the time complexity of the random walk is proportional to the network size N, so the scalability of the algorithm may decrease as the time complexity increases.[Conclusions] It shows that the improved algorithm can learn the node embedding vector well, so as to understand the similarity of nodes in the e-commerce network. © 2024 Chinese Academy of Sciences. All rights reserved.","DeepWalk Algorithm; E-Commerce Network; Link Prediction; Recommendation","Marketplaces; Deepwalk algorithm; E- commerces; E-commerce network; Link prediction; Network links; Prediction algorithms; Prediction-based; Random Walk; Recommendation; Time complexity; Consensus algorithm","Article","Final","","Scopus","2-s2.0-85216280332"
"Kamaruddin N.A.; Ismail H.; Ahmedy I.","Kamaruddin, Nur Ainaasyafiqah (60158598400); Ismail, Habibah (43061265600); Ahmedy, Ismail (36197825500)","60158598400; 43061265600; 36197825500","Item-Based Collaborative Filtering for Personalized Laptop Recommendations","2025","15th IEEE International Conference on Control System, Computing and Engineering, ICCSCE 2025 - Conference Proceedings","","","","87","92","1","10.1109/ICCSCE65566.2025.11182662","https://www.scopus.com/pages/publications/105019922512?origin=resultslist","The laptop has grown to be one of the most important and widely used products in our everyday lives. However, given the variety of features and brand names available, it is safe to assume that many individuals have had difficulty selecting the personal laptop that best suits their demands. This study presents a laptop recommendation system that uses an item-based collaborative filtering algorithm to provide personalized recommendations to users. The study begins with a background study on recommendation systems and their importance in e-commerce business. The evaluation of the system's accuracy was conducted using the Mean Absolute Error (MAE) which the accuracy obtained is 89.37% and by using Root Mean Squared Error (RMSE) metrics with accuracy 87.55%• The results demonstrate that item-based collaborative filtering can improve the precision and customization of laptop recommendations and emphasizes the effectiveness in improving user satisfaction and increasing sales for e-commerce websites and online marketplaces. © 2025 IEEE.","item-based collaborative filtering algorithm; laptop recommendation system; Mean Absolute Error; Root Mean Squared Error","Electronic commerce; Errors; Laptop computers; Mean square error; Recommender systems; Brand names; Collaborative filtering algorithms; E-commerce business; Item-based collaborative filtering; Item-based collaborative filtering algorithm; Laptop recommendation system; Mean absolute error; Personalized recommendation; Root mean squared errors; Used product; Collaborative filtering","Conference paper","Final","","Scopus","2-s2.0-105019922512"
